,Date-Time,Temperature   (°C)
61,2025-02-09 12:38:03,23.94
62,2025-02-09 12:40:03,23.94
63,2025-02-09 12:42:03,23.94
64,2025-02-09 12:44:03,23.94
65,2025-02-09 12:46:03,23.94
66,2025-02-09 12:48:03,23.94
67,2025-02-09 12:50:03,23.94
68,2025-02-09 12:52:03,23.94
69,2025-02-09 12:54:03,23.94
70,2025-02-09 12:56:03,23.94
71,2025-02-09 12:58:03,23.94
72,2025-02-09 13:00:03,23.94
73,2025-02-09 13:02:03,23.94
74,2025-02-09 13:04:03,23.94
75,2025-02-09 13:06:03,23.94
76,2025-02-09 13:08:03,23.94
77,2025-02-09 13:10:03,23.94
78,2025-02-09 13:12:03,23.94
79,2025-02-09 13:14:03,23.94
80,2025-02-09 13:16:03,23.94
81,2025-02-09 13:18:03,23.94
82,2025-02-09 13:20:03,23.94
83,2025-02-09 13:22:03,23.94
84,2025-02-09 13:24:03,23.94
85,2025-02-09 13:26:03,23.94
86,2025-02-09 13:28:03,23.94
87,2025-02-09 13:30:03,23.94
88,2025-02-09 13:32:03,23.94
89,2025-02-09 13:34:03,23.94
90,2025-02-09 13:36:03,23.94
91,2025-02-09 13:38:03,23.94
92,2025-02-09 13:40:03,23.94
93,2025-02-09 13:42:03,23.94
94,2025-02-09 13:44:03,23.94
95,2025-02-09 13:46:03,23.94
96,2025-02-09 13:48:03,23.94
97,2025-02-09 13:50:03,23.94
98,2025-02-09 13:52:03,23.94
99,2025-02-09 13:54:03,23.94
100,2025-02-09 13:56:03,23.94
101,2025-02-09 13:58:03,23.94
102,2025-02-09 14:00:03,23.94
103,2025-02-09 14:02:03,23.94
104,2025-02-09 14:04:03,23.94
105,2025-02-09 14:06:03,23.94
106,2025-02-09 14:08:03,23.94
107,2025-02-09 14:10:03,23.94
108,2025-02-09 14:12:03,23.94
109,2025-02-09 14:14:03,23.94
110,2025-02-09 14:16:03,23.94
111,2025-02-09 14:18:03,23.94
112,2025-02-09 14:20:03,23.94
113,2025-02-09 14:22:03,23.94
114,2025-02-09 14:24:03,23.94
115,2025-02-09 14:26:03,23.94
116,2025-02-09 14:28:03,23.94
117,2025-02-09 14:30:03,23.94
118,2025-02-09 14:32:03,23.94
119,2025-02-09 14:34:03,23.94
120,2025-02-09 14:36:03,23.94
121,2025-02-09 14:38:03,23.94
122,2025-02-09 14:40:03,23.94
123,2025-02-09 14:42:03,18.66
124,2025-02-09 14:44:03,16.51
125,2025-02-09 14:46:03,15.18
126,2025-02-09 14:48:03,14.2
127,2025-02-09 14:50:03,13.55
128,2025-02-09 14:52:03,13.0
129,2025-02-09 14:54:03,12.65
130,2025-02-09 14:56:03,12.4
131,2025-02-09 14:58:03,12.22
132,2025-02-09 15:00:03,12.05
133,2025-02-09 15:02:03,11.88
134,2025-02-09 15:04:03,11.79
135,2025-02-09 15:06:03,11.75
136,2025-02-09 15:08:03,11.67
137,2025-02-09 15:10:03,11.58
138,2025-02-09 15:12:03,11.58
139,2025-02-09 15:14:03,11.54
140,2025-02-09 15:16:03,11.54
141,2025-02-09 15:18:03,11.54
142,2025-02-09 15:20:03,11.45
143,2025-02-09 15:22:03,11.49
144,2025-02-09 15:24:03,11.49
145,2025-02-09 15:26:03,11.41
146,2025-02-09 15:28:03,11.45
147,2025-02-09 15:30:03,11.49
148,2025-02-09 15:32:03,11.41
149,2025-02-09 15:34:03,11.41
150,2025-02-09 15:36:03,11.45
151,2025-02-09 15:38:03,11.37
152,2025-02-09 15:40:03,11.37
153,2025-02-09 15:42:03,11.37
154,2025-02-09 15:44:03,11.41
155,2025-02-09 15:46:03,11.41
156,2025-02-09 15:48:03,11.41
157,2025-02-09 15:50:03,11.37
158,2025-02-09 15:52:03,11.37
159,2025-02-09 15:54:03,11.37
160,2025-02-09 15:56:03,11.37
161,2025-02-09 15:58:03,11.37
162,2025-02-09 16:00:03,11.37
163,2025-02-09 16:02:03,11.32
164,2025-02-09 16:04:03,11.37
165,2025-02-09 16:06:03,11.32
166,2025-02-09 16:08:03,11.37
167,2025-02-09 16:10:03,11.37
168,2025-02-09 16:12:03,11.37
169,2025-02-09 16:14:03,11.37
170,2025-02-09 16:16:03,11.32
171,2025-02-09 16:18:03,11.37
172,2025-02-09 16:20:03,11.32
173,2025-02-09 16:22:03,11.32
174,2025-02-09 16:24:03,11.37
175,2025-02-09 16:26:03,11.32
176,2025-02-09 16:28:03,11.32
177,2025-02-09 16:30:03,11.37
178,2025-02-09 16:32:03,11.32
179,2025-02-09 16:34:03,11.37
180,2025-02-09 16:36:03,11.32
181,2025-02-09 16:38:03,11.32
182,2025-02-09 16:40:03,11.32
183,2025-02-09 16:42:03,11.28
184,2025-02-09 16:44:03,11.28
185,2025-02-09 16:46:03,11.37
186,2025-02-09 16:48:03,11.32
187,2025-02-09 16:50:03,11.37
188,2025-02-09 16:52:03,11.32
189,2025-02-09 16:54:03,11.32
190,2025-02-09 16:56:03,11.37
191,2025-02-09 16:58:03,11.32
192,2025-02-09 17:00:03,11.28
193,2025-02-09 17:02:03,11.28
194,2025-02-09 17:04:03,11.32
195,2025-02-09 17:06:03,11.28
196,2025-02-09 17:08:03,11.28
197,2025-02-09 17:10:03,11.28
198,2025-02-09 17:12:03,11.28
199,2025-02-09 17:14:03,11.28
