,Date-Time,Temperature   (°C)
122,2025-02-09 14:40:03,9.99
123,2025-02-09 14:42:03,9.99
124,2025-02-09 14:44:03,9.99
125,2025-02-09 14:46:03,9.95
126,2025-02-09 14:48:03,9.99
127,2025-02-09 14:50:03,9.95
128,2025-02-09 14:52:03,9.99
129,2025-02-09 14:54:03,9.95
130,2025-02-09 14:56:03,9.95
131,2025-02-09 14:58:03,9.95
132,2025-02-09 15:00:03,9.95
133,2025-02-09 15:02:03,9.95
134,2025-02-09 15:04:03,9.99
135,2025-02-09 15:06:03,9.95
136,2025-02-09 15:08:03,9.95
137,2025-02-09 15:10:03,9.95
138,2025-02-09 15:12:03,9.99
139,2025-02-09 15:14:03,9.99
140,2025-02-09 15:16:03,9.95
141,2025-02-09 15:18:03,9.95
142,2025-02-09 15:20:03,9.91
143,2025-02-09 15:22:03,9.95
144,2025-02-09 15:24:03,9.95
145,2025-02-09 15:26:03,9.95
146,2025-02-09 15:28:03,9.91
147,2025-02-09 15:30:03,9.95
148,2025-02-09 15:32:03,9.95
149,2025-02-09 15:34:03,9.95
150,2025-02-09 15:36:03,9.95
151,2025-02-09 15:38:03,9.99
152,2025-02-09 15:40:03,9.95
153,2025-02-09 15:42:03,9.95
154,2025-02-09 15:44:03,9.99
155,2025-02-09 15:46:03,9.99
156,2025-02-09 15:48:03,9.95
157,2025-02-09 15:50:03,9.99
158,2025-02-09 15:52:03,9.95
159,2025-02-09 15:54:03,9.95
160,2025-02-09 15:56:03,9.95
161,2025-02-09 15:58:03,9.95
162,2025-02-09 16:00:03,9.95
163,2025-02-09 16:02:03,9.95
164,2025-02-09 16:04:03,9.95
165,2025-02-09 16:06:03,9.95
166,2025-02-09 16:08:03,9.99
167,2025-02-09 16:10:03,9.95
168,2025-02-09 16:12:03,9.99
169,2025-02-09 16:14:03,9.95
170,2025-02-09 16:16:03,9.99
171,2025-02-09 16:18:03,9.95
172,2025-02-09 16:20:03,9.95
173,2025-02-09 16:22:03,9.99
174,2025-02-09 16:24:03,9.91
175,2025-02-09 16:26:03,9.95
176,2025-02-09 16:28:03,9.99
177,2025-02-09 16:30:03,9.95
178,2025-02-09 16:32:03,9.95
179,2025-02-09 16:34:03,9.95
180,2025-02-09 16:36:03,9.95
181,2025-02-09 16:38:03,9.95
182,2025-02-09 16:40:03,9.99
183,2025-02-09 16:42:03,9.95
184,2025-02-09 16:44:03,9.95
185,2025-02-09 16:46:03,9.91
186,2025-02-09 16:48:03,9.95
187,2025-02-09 16:50:03,9.95
188,2025-02-09 16:52:03,9.95
189,2025-02-09 16:54:03,9.95
190,2025-02-09 16:56:03,9.95
191,2025-02-09 16:58:03,9.95
192,2025-02-09 17:00:03,9.95
193,2025-02-09 17:02:03,9.99
194,2025-02-09 17:04:03,9.99
195,2025-02-09 17:06:03,9.95
196,2025-02-09 17:08:03,9.99
197,2025-02-09 17:10:03,9.95
198,2025-02-09 17:12:03,9.95
199,2025-02-09 17:14:03,9.99
